activity_date,average_weight,max_weight,min_weight,calories,heart_points,heart_minutes,low_latitude,low_longitude,high_latitude,high_longitude,step_count,distance,average_speed,max_speed,min_speed,move_minutes_count,cycling_duration,inactive_duration,walking_duration,running_duration
2019-11-03,,,,2909.2953466643,72.0,63,33.9449006,-122.4768472,37.8091422,-118.4007828,19363,13745.627644442604,1.3299761534129335,18.032257080078125,0.045891135931015015,222,,64861505,7164427,6170764
2019-11-04,,,,2074.4301283498266,24.0,24,33.9449006,-122.4768472,33.9449006,-122.4768472,8517,4256.207019860856,1.0685129861952911,22.17345428466797,0.11649135500192642,96,,75858068,5643595,
2019-11-05,,,,2252.8376169513185,23.0,23,33.9449016,-122.4768472,33.9449016,-122.4768472,11620,5605.175660118461,0.9157865808977221,19.012468338012695,0.2459133416414261,129,,69543818,9275899,105833
2019-11-06,,,,1928.8807108441429,17.0,17,33.9449016,-122.4768472,33.9449016,-122.4768472,7008,3270.494076527655,0.5904966302886753,6.193288326263428,0.06855156272649765,77,,76200792,4631700,
